,loss,accuracy,val_loss,val_accuracy
0,2.67276930809021,0.3432539999485016,46.66519546508789,0.25
1,1.3299322128295898,0.3983135223388672,1.7170006036758423,0.2589285969734192
2,1.2570109367370605,0.4404762089252472,1.5566140413284302,0.2589285969734192
3,1.2500584125518799,0.4414682686328888,2.364574909210205,0.2901785969734192
4,1.1626633405685425,0.4880952537059784,33.45965576171875,0.2589285969734192
5,1.1856164932250977,0.4821428954601288,1.2781026363372803,0.392857164144516
6,1.1075395345687866,0.5124008059501648,2.0296483039855957,0.4598214626312256
7,1.01519775390625,0.5763888955116272,1.1708765029907227,0.59375
8,0.9919672012329102,0.588789701461792,2.430436134338379,0.4955357313156128
9,0.9713082313537598,0.583829402923584,1.153390645980835,0.5535714626312256
10,0.8647552132606506,0.6443452835083008,5.152036666870117,0.2946428656578064
11,0.8631431460380554,0.6517857313156128,3.1296465396881104,0.5446428656578064
12,0.823165774345398,0.6731151342391968,2.49102783203125,0.4419642984867096
13,0.7841880917549133,0.6884921193122864,1.1355700492858887,0.6160714626312256
14,0.7134649753570557,0.713789701461792,0.9530509114265442,0.7008928656578064
15,0.6650440692901611,0.7445436716079712,1.8519046306610107,0.5223214626312256
16,0.6227316856384277,0.7559524178504944,0.9663817286491394,0.6741071939468384
17,0.585674524307251,0.7643849849700928,1.9456937313079834,0.6026785969734192
18,0.4905572235584259,0.812004029750824,0.7464228272438049,0.7723214626312256
19,0.46746626496315,0.8159722685813904,3.0432991981506348,0.5580357313156128
20,0.470136433839798,0.8253968954086304,0.7392266988754272,0.7589285969734192
21,0.3898070156574249,0.8452381491661072,1.4473669528961182,0.7142857313156128
22,0.386039137840271,0.8546627759933472,0.5469000339508057,0.8035714626312256
23,0.34442752599716187,0.874504029750824,5.116755962371826,0.6651785969734192
24,0.2831133008003235,0.891369104385376,1.8456072807312012,0.7098214626312256
25,0.28887689113616943,0.8973214626312256,1.1462748050689697,0.7142857313156128
26,0.24835024774074554,0.9112103581428528,1.667000651359558,0.691964328289032
27,0.2520396411418915,0.9102182984352112,1.3561402559280396,0.7142857313156128
28,0.198529452085495,0.9295635223388672,1.237465500831604,0.7678571939468384
29,0.18970872461795807,0.9355159401893616,0.6609675884246826,0.785714328289032
30,0.12337221950292587,0.95634925365448,1.6259490251541138,0.8080357313156128
31,0.17153207957744598,0.9389881491661072,1.2565717697143555,0.8303571939468384
32,0.14968059957027435,0.9508929252624512,1.0514920949935913,0.8571429252624512
33,0.131166473031044,0.9459325671195984,0.35017892718315125,0.8571429252624512
34,0.13611255586147308,0.958829402923584,1.7312437295913696,0.8258928656578064
35,0.11507587879896164,0.9578373432159424,1.547545313835144,0.7410714626312256
36,0.14081119000911713,0.948908805847168,2.8839075565338135,0.7410714626312256
37,0.18477356433868408,0.9389881491661072,3.2746787071228027,0.8392857313156128
38,0.1130504161119461,0.953869104385376,1.109689712524414,0.848214328289032
39,0.058476559817790985,0.980158805847168,0.796640157699585,0.8928571939468384
40,0.04645490273833275,0.9841270446777344,0.7721927165985107,0.7946428656578064
41,0.10915447026491165,0.961309552192688,1.0564316511154175,0.7633928656578064
42,0.3048686981201172,0.9072421193122864,0.6918205618858337,0.816964328289032
43,0.14703015983104706,0.9479167461395264,0.4100370705127716,0.8839285969734192
44,0.0667138397693634,0.980158805847168,0.6569339632987976,0.8660714626312256
45,0.046199504286050797,0.9846230745315552,0.5123427510261536,0.848214328289032
46,0.11297076940536499,0.9578373432159424,0.5703803896903992,0.8348214626312256
47,0.12426593899726868,0.95634925365448,0.9282261729240417,0.785714328289032
48,0.07772023230791092,0.975694477558136,0.396062433719635,0.910714328289032
49,0.055805012583732605,0.9831349849700928,0.9970229268074036,0.8750000596046448
50,0.058543819934129715,0.9781746864318848,0.5635002851486206,0.879464328289032
51,0.07391621172428131,0.9796627759933472,1.1219823360443115,0.754464328289032
52,0.04931546747684479,0.982638955116272,0.16194933652877808,0.9464285969734192
53,0.08398633450269699,0.9737103581428528,0.49186602234840393,0.8437500596046448
54,0.10427433252334595,0.9642857909202576,0.40851423144340515,0.8928571939468384
55,0.05240273475646973,0.9856151342391968,0.6604322195053101,0.8392857313156128
56,0.047837499529123306,0.985119104385376,0.2592844069004059,0.9285714626312256
57,0.0435461699962616,0.9836310148239136,0.27339622378349304,0.9330357313156128
58,0.042839210480451584,0.9846230745315552,0.5364155769348145,0.8125000596046448
59,0.04664544016122818,0.9811508655548096,0.18946322798728943,0.9330357313156128
60,0.10013805329799652,0.9677579998970032,0.44007542729377747,0.9062500596046448
61,0.17790810763835907,0.944444477558136,2.417731523513794,0.691964328289032
62,0.06866651028394699,0.980158805847168,0.11438653618097305,0.9464285969734192
63,0.024433735758066177,0.9935516715049744,0.1142675131559372,0.9464285969734192
64,0.015391714870929718,0.9960318207740784,0.13501286506652832,0.9375000596046448
65,0.037253089249134064,0.990079402923584,0.15584641695022583,0.9508929252624512
66,0.02417762205004692,0.9915674924850464,0.17667263746261597,0.941964328289032
67,0.04239935055375099,0.9866071939468384,0.23831447958946228,0.9285714626312256
68,0.017240362241864204,0.994543731212616,0.11167068034410477,0.9642857313156128
69,0.02030453085899353,0.992559552192688,0.07439146935939789,0.9776785969734192
