,accuracy,loss,val_accuracy,val_loss
0,0.2941468358039856,2.1220498085021973,0.25,1.9654861688613892
1,0.3705357313156128,1.3548827171325684,0.25,2.4384922981262207
2,0.3710317611694336,1.3181604146957397,0.25,1.90870201587677
3,0.407242089509964,1.2445422410964966,0.25,1.638464331626892
4,0.424107164144516,1.2593737840652466,0.2946428656578064,1.622066855430603
5,0.4479166865348816,1.2066861391067505,0.4285714626312256,1.498626470565796
6,0.458829402923584,1.1908828020095825,0.3392857313156128,1.31371009349823
7,0.4370039999485016,1.2075982093811035,0.5535714626312256,1.1448758840560913
8,0.4479166865348816,1.178560495376587,0.3437500298023224,2.0114922523498535
9,0.4449405074119568,1.2001591920852661,0.5133928656578064,1.2155317068099976
10,0.4791666865348816,1.1620765924453735,0.4196428656578064,1.555440068244934
11,0.4751984477043152,1.153083324432373,0.4196428656578064,2.4666059017181396
12,0.4826389253139496,1.1576024293899536,0.5267857313156128,1.0836420059204102
13,0.4955357313156128,1.118725299835205,0.2946428656578064,2.3766627311706543
14,0.5054563879966736,1.1191916465759277,0.4598214626312256,1.3266156911849976
15,0.504464328289032,1.0902302265167236,0.4910714626312256,1.2225167751312256
16,0.5,1.1369304656982422,0.2857142984867096,6.5037522315979
17,0.504464328289032,1.1243308782577515,0.3214285969734192,1.8761224746704102
18,0.5039682984352112,1.1172866821289062,0.4598214626312256,1.9789745807647705
19,0.5128968358039856,1.0652809143066406,0.4285714626312256,1.8105093240737915
20,0.533234179019928,1.0615113973617554,0.2723214328289032,3.252997398376465
21,0.5257936716079712,1.0747677087783813,0.486607164144516,1.3642723560333252
22,0.5312500596046448,1.0740001201629639,0.4776785969734192,1.1390494108200073
23,0.54067462682724,1.0526165962219238,0.3526785969734192,2.5411202907562256
24,0.5520833730697632,1.0418976545333862,0.4955357313156128,1.2820767164230347
25,0.5471230745315552,1.0445793867111206,0.5446428656578064,1.1903581619262695
26,0.5679563879966736,1.008154034614563,0.5714285969734192,1.1065194606781006
27,0.5610119104385376,0.9927396774291992,0.4151785969734192,1.6549594402313232
28,0.5729166865348816,0.9812783002853394,0.5625,1.156940221786499
29,0.5763888955116272,0.9896828532218933,0.504464328289032,1.2542290687561035
30,0.600694477558136,0.9366165399551392,0.535714328289032,1.350696086883545
31,0.6061508059501648,0.9370970129966736,0.5714285969734192,1.3678845167160034
32,0.583829402923584,0.9493743181228638,0.486607164144516,2.3081512451171875
33,0.6155754327774048,0.9237901568412781,0.5223214626312256,1.316698670387268
34,0.6374008059501648,0.873261034488678,0.4419642984867096,4.76956033706665
35,0.6121032238006592,0.9269036054611206,0.5803571939468384,1.353989839553833
36,0.610119104385376,0.9158480167388916,0.53125,1.2301099300384521
37,0.6264881491661072,0.8888181447982788,0.504464328289032,1.2951892614364624
38,0.6448413133621216,0.8567946553230286,0.6071428656578064,1.0664660930633545
39,0.6602182984352112,0.816788911819458,0.59375,1.16371488571167
40,0.6641865372657776,0.8209930658340454,0.5446428656578064,2.8146865367889404
41,0.689484179019928,0.7576601505279541,0.6160714626312256,3.2544257640838623
42,0.71577388048172,0.7284976840019226,0.5580357313156128,1.3914371728897095
43,0.7162699103355408,0.730459988117218,0.4330357313156128,2.253094434738159
44,0.7321429252624512,0.6799644827842712,0.598214328289032,2.612844467163086
45,0.7455357313156128,0.6427038311958313,0.5625,1.1777606010437012
46,0.7787699103355408,0.5868907570838928,0.5848214626312256,1.90162992477417
47,0.7921627163887024,0.5378937125205994,0.6205357313156128,2.393794298171997
48,0.783234179019928,0.5430519580841064,0.6160714626312256,2.1615312099456787
49,0.8204365372657776,0.4653396010398865,0.6785714626312256,2.7652223110198975
50,0.8164682984352112,0.4643954336643219,0.6339285969734192,1.3299038410186768
51,0.850694477558136,0.41412031650543213,0.723214328289032,5.577621936798096
52,0.8526785969734192,0.3927384912967682,0.754464328289032,2.2998080253601074
53,0.876984179019928,0.3587000370025635,0.7455357313156128,0.7190081477165222
54,0.8829365372657776,0.31983038783073425,0.848214328289032,0.47214412689208984
55,0.8973214626312256,0.2928616404533386,0.8080357313156128,0.564681887626648
56,0.9136905074119568,0.2538013458251953,0.6875000596046448,1.4801840782165527
57,0.9126984477043152,0.2599685788154602,0.7767857313156128,2.8058390617370605
58,0.9102182984352112,0.2625686228275299,0.8392857313156128,0.6375178098678589
59,0.9196429252624512,0.2246403992176056,0.5133928656578064,11.705965995788574
60,0.9295635223388672,0.19548217952251434,0.723214328289032,1.2518316507339478
61,0.9325397610664368,0.1781555563211441,0.8526785969734192,0.5306858420372009
62,0.944444477558136,0.15238666534423828,0.816964328289032,0.6522018909454346
63,0.9568452835083008,0.13504941761493683,0.816964328289032,4.633525848388672
64,0.9583333730697632,0.11609207838773727,0.8303571939468384,2.0212624073028564
65,0.9692460894584656,0.09721283614635468,0.879464328289032,0.6299096345901489
66,0.9692460894584656,0.0938127189874649,0.8303571939468384,0.9608290791511536
67,0.9647818207740784,0.11429550498723984,0.8080357313156128,0.5866276621818542
68,0.9647818207740784,0.10338256508111954,0.848214328289032,0.901472806930542
69,0.9627977013587952,0.10804712027311325,0.691964328289032,5.562808513641357
